DateTime,Order ID,Customer ID,Product ID,Product Name,Product Category,Units (Placed Orders),Price Per Unit (MYR),Sales (Placed Orders) (MYR),Payment Method,Discounts Applied (MYR),Shipping Costs (MYR),Order Status,Revenue (MYR)
2022-04-21 18:07:00,OR202204000172,8936821678,7318140,Space-Saving Wardrobe Organizer,Home & Living,4,11.2,44.8,Credit Card,2.37,9.98,Return,52.41
2022-04-01 07:11:00,OR202204000173,8713686570,7331382,Non-Stick Air Fryer,Home & Living,2,11.2,22.4,E-wallet,0,12.18,Pending,34.58
2022-04-02 00:05:00,OR202204000174,8080401219,7387091,Ergonomic Wireless Mouse,Electronics,4,8.96,35.84,E-wallet,0,5.28,Return,41.12
2022-04-08 09:07:00,OR202204000175,8038465919,7387673,Trendy Waist Bag,Women's Fashion,1,6.72,6.72,Bank Transfer,0,8.26,Return,14.98
2022-04-16 19:34:00,OR202204000176,8875251042,7382214,Ergonomic Wireless Mouse,Electronics,5,8.96,44.8,E-wallet,0,13.35,Pending,58.15
2022-04-13 22:00:00,OR202204000177,8440620691,7393511,Disposable 3-Ply Face Masks,Health & Beauty,1,5.6,5.6,E-wallet,0,12.76,Completed,18.36
2022-04-10 21:51:00,OR202204000178,8069168893,7329895,Fast Charging Power Bank,Electronics,1,8.96,8.96,E-wallet,0,9.22,Pending,18.18
2022-04-18 16:38:00,OR202204000179,8247246587,7309134,Disposable 3-Ply Face Masks,Health & Beauty,3,5.6,16.8,Bank Transfer,1.18,6.75,Pending,22.37
2022-04-18 09:49:00,OR202204000180,8821481616,7376320,Disposable 3-Ply Face Masks,Health & Beauty,4,5.6,22.4,Credit Card,0,10.38,Return,32.78
2022-04-28 08:18:00,OR202204000181,8630715438,7322397,Space-Saving Wardrobe Organizer,Home & Living,2,11.2,22.4,Bank Transfer,0,14.89,Pending,37.29
2022-04-26 08:35:00,OR202204000182,8945164387,7333220,Educational Wooden Puzzle Set,Toys & Hobbies,2,2.8,5.6,Credit Card,0,6.18,Completed,11.78
2022-04-08 22:39:00,OR202204000183,8843664536,7321127,Non-Stick Air Fryer,Home & Living,3,11.2,33.6,Bank Transfer,0,7.82,Completed,41.42
2022-04-22 06:59:00,OR202204000184,8439389373,7392249,Fast Charging Power Bank,Electronics,3,8.96,26.88,E-wallet,0,10.87,Completed,37.75
2022-04-15 00:27:00,OR202204000185,8395754660,7341467,Space-Saving Wardrobe Organizer,Home & Living,4,11.2,44.8,Credit Card,0,5.6,Completed,50.4
2022-04-15 16:59:00,OR202204000186,8790138503,7360761,Non-Stick Air Fryer,Home & Living,2,11.2,22.4,E-wallet,0,7.52,Return,29.92
2022-05-28 13:27:00,OR202205000187,8862995803,7394556,Educational Wooden Puzzle Set,Toys & Hobbies,1,2.9,2.9,Credit Card,0,10.42,Completed,13.32
2022-05-24 03:44:00,OR202205000188,8967815985,7370987,Trendy Waist Bag,Women's Fashion,4,6.96,27.84,Credit Card,0,10.52,Completed,38.36
2022-05-01 21:44:00,OR202205000189,8312468956,7351133,Disposable 3-Ply Face Masks,Health & Beauty,3,5.8,17.4,Bank Transfer,0,7.28,Pending,24.68
2022-05-20 22:48:00,OR202205000190,8883906147,7328708,Disposable 3-Ply Face Masks,Health & Beauty,5,5.8,29,E-wallet,0,8.55,Return,37.55
2022-05-14 18:18:00,OR202205000191,8991399000,7385835,Trendy Waist Bag,Women's Fashion,3,6.96,20.88,Bank Transfer,0,12.98,Completed,33.86
2022-05-07 20:40:00,OR202205000192,8082353378,7363997,Ergonomic Wireless Mouse,Electronics,4,9.28,37.12,Bank Transfer,0,5.61,Completed,42.73
2022-05-09 15:33:00,OR202205000193,8084412167,7325339,Fast Charging Power Bank,Electronics,5,9.28,46.4,Credit Card,0,11.22,Pending,57.62
2022-05-03 21:35:00,OR202205000194,8135251727,7345777,Foldable Fabric Storage Box,Home & Living,2,11.6,23.2,Bank Transfer,0,10.19,Completed,33.39
2022-05-26 18:42:00,OR202205000195,8877078204,7321953,Non-Stick Air Fryer,Home & Living,4,11.6,46.4,Credit Card,2.32,13.88,Completed,57.96
2022-05-16 00:32:00,OR202205000196,8971719249,7327882,Fast Charging Power Bank,Electronics,2,9.28,18.56,Bank Transfer,0,5.55,Completed,24.11
2022-05-18 00:09:00,OR202205000197,8138581106,7309950,Foldable Fabric Storage Box,Home & Living,4,11.6,46.4,E-wallet,1.73,14.18,Completed,58.85
2022-05-10 03:21:00,OR202205000198,8851150848,7348247,Space-Saving Wardrobe Organizer,Home & Living,2,11.6,23.2,Bank Transfer,0,13.58,Pending,36.78
2022-05-20 08:46:00,OR202205000199,8391445689,7361016,Trendy Waist Bag,Women's Fashion,5,6.96,34.8,Credit Card,0,5.64,Completed,40.44
2022-05-17 21:41:00,OR202205000200,8653138688,7330970,Disposable 3-Ply Face Masks,Health & Beauty,2,5.8,11.6,E-wallet,2.93,6.56,Completed,15.23
2022-05-13 20:55:00,OR202205000201,8691755741,7328583,Non-Stick Air Fryer,Home & Living,2,11.6,23.2,Bank Transfer,0,6.49,Completed,29.69
2022-05-28 10:15:00,OR202205000202,8719501129,7300401,Ergonomic Wireless Mouse,Electronics,5,9.28,46.4,E-wallet,0,6.94,Return,53.34
2022-05-10 22:51:00,OR202205000203,8010903755,7327814,Non-Stick Air Fryer,Home & Living,1,11.6,11.6,Bank Transfer,1.86,12.8,Return,22.54
2022-05-25 22:43:00,OR202205000204,8534964635,7373937,Foldable Fabric Storage Box,Home & Living,2,11.6,23.2,E-wallet,0,11.33,Pending,34.53
2022-05-18 00:07:00,OR202205000205,8803384726,7363722,Disposable 3-Ply Face Masks,Health & Beauty,2,5.8,11.6,Credit Card,2.7,13.27,Pending,22.17
2022-05-24 05:58:00,OR202205000206,8860935802,7344325,Trendy Waist Bag,Women's Fashion,5,6.96,34.8,E-wallet,0,9.63,Pending,44.43
2022-05-01 14:47:00,OR202205000207,8159105117,7312938,Fast Charging Power Bank,Electronics,1,9.28,9.28,Credit Card,0,11.67,Completed,20.95
2022-05-13 10:31:00,OR202205000208,8473147577,7357739,Trendy Waist Bag,Women's Fashion,4,6.96,27.84,Bank Transfer,0,10.84,Return,38.68
2022-05-14 10:49:00,OR202205000209,8300393750,7366852,Ergonomic Wireless Mouse,Electronics,1,9.28,9.28,E-wallet,0,11.96,Return,21.24
2022-05-16 19:06:00,OR202205000210,8244164087,7377916,Disposable 3-Ply Face Masks,Health & Beauty,5,5.8,29,E-wallet,2.56,7.58,Completed,34.02
2022-05-27 14:36:00,OR202205000211,8868198808,7322256,Educational Wooden Puzzle Set,Toys & Hobbies,1,2.9,2.9,Credit Card,0,13.08,Return,15.98
2022-05-20 01:24:00,OR202205000212,8231167833,7301020,Fast Charging Power Bank,Electronics,3,9.28,27.84,E-wallet,0,6.13,Pending,33.97
2022-05-02 00:07:00,OR202205000213,8024081040,7307121,Trendy Waist Bag,Women's Fashion,1,6.96,6.96,E-wallet,0,5.08,Completed,12.04
2022-05-01 09:13:00,OR202205000214,8541097805,7309436,Trendy Waist Bag,Women's Fashion,2,6.96,13.92,Bank Transfer,0,8.59,Pending,22.51
2022-05-12 19:08:00,OR202205000215,8894369373,7357037,Ergonomic Wireless Mouse,Electronics,2,9.28,18.56,Credit Card,1.62,8.63,Pending,25.57
2022-05-26 18:29:00,OR202205000216,8447308005,7351613,Trendy Waist Bag,Women's Fashion,5,6.96,34.8,Bank Transfer,0,11.49,Completed,46.29
2022-05-11 05:04:00,OR202205000217,8034224793,7309979,Non-Stick Air Fryer,Home & Living,5,11.6,58,E-wallet,0,14.77,Pending,72.77
2022-05-11 18:46:00,OR202205000218,8134257211,7364962,Educational Wooden Puzzle Set,Toys & Hobbies,5,2.9,14.5,Credit Card,0,7.22,Completed,21.72
2022-05-08 09:43:00,OR202205000219,8198066767,7318074,Trendy Waist Bag,Women's Fashion,3,6.96,20.88,E-wallet,0,14.17,Return,35.05
2022-05-27 23:29:00,OR202205000220,8191609737,7307289,Fast Charging Power Bank,Electronics,2,9.28,18.56,Bank Transfer,1.9,9.02,Return,25.68
2022-05-22 08:42:00,OR202205000221,8102178582,7311046,Foldable Fabric Storage Box,Home & Living,1,11.6,11.6,Bank Transfer,0,13.96,Completed,25.56
2022-05-15 05:45:00,OR202205000222,8540409820,7351913,Fast Charging Power Bank,Electronics,5,9.28,46.4,Bank Transfer,0,13.55,Pending,59.95
2022-05-12 00:22:00,OR202205000223,8567121283,7340062,Trendy Waist Bag,Women's Fashion,5,6.96,34.8,Bank Transfer,0,14.43,Pending,49.23
2022-05-16 01:13:00,OR202205000224,8498048811,7389369,Disposable 3-Ply Face Masks,Health & Beauty,3,5.8,17.4,E-wallet,0,8.85,Return,26.25
2022-05-08 00:58:00,OR202205000225,8548129118,7380200,Disposable 3-Ply Face Masks,Health & Beauty,2,5.8,11.6,Credit Card,0,10.45,Return,22.05
2022-05-14 21:53:00,OR202205000226,8119692219,7388076,Fast Charging Power Bank,Electronics,2,9.28,18.56,Bank Transfer,0,6.21,Return,24.77
2022-05-26 03:37:00,OR202205000227,8008980943,7327489,Fast Charging Power Bank,Electronics,5,9.28,46.4,E-wallet,0,5.9,Pending,52.3
2022-05-22 06:25:00,OR202205000228,8483123573,7335670,Trendy Waist Bag,Women's Fashion,5,6.96,34.8,E-wallet,0,7.35,Return,42.15
2022-05-14 17:06:00,OR202205000229,8655154168,7360352,Ergonomic Wireless Mouse,Electronics,1,9.28,9.28,E-wallet,0,12.65,Pending,21.93
2022-05-06 07:03:00,OR202205000230,8205945816,7310889,Non-Stick Air Fryer,Home & Living,1,11.6,11.6,Credit Card,0,10.62,Return,22.22
2022-05-24 09:57:00,OR202205000231,8496316930,7369961,Ergonomic Wireless Mouse,Electronics,1,9.28,9.28,Credit Card,0,5.06,Return,14.34
2022-05-23 21:36:00,OR202205000232,8210863622,7344196,Trendy Waist Bag,Women's Fashion,2,6.96,13.92,Credit Card,0,12.59,Return,26.51
2022-05-23 13:13:00,OR202205000233,8660067204,7353114,Foldable Fabric Storage Box,Home & Living,4,11.6,46.4,Bank Transfer,1.25,13.9,Pending,59.05
2022-05-11 19:53:00,OR202205000234,8637777618,7360149,Disposable 3-Ply Face Masks,Health & Beauty,4,5.8,23.2,Credit Card,1.56,14.63,Completed,36.27
2022-05-24 05:49:00,OR202205000235,8634748290,7304304,Fast Charging Power Bank,Electronics,1,9.28,9.28,Credit Card,0,5.77,Pending,15.05
2022-05-03 18:46:00,OR202205000236,8092066022,7353350,Foldable Fabric Storage Box,Home & Living,2,11.6,23.2,Bank Transfer,0,9.82,Pending,33.02
2022-05-12 20:26:00,OR202205000237,8700893264,7310616,Non-Stick Air Fryer,Home & Living,4,11.6,46.4,Bank Transfer,0,11.05,Completed,57.45
2022-05-09 21:41:00,OR202205000238,8648960080,7342941,Disposable 3-Ply Face Masks,Health & Beauty,3,5.8,17.4,Bank Transfer,0,11.41,Return,28.81
2022-05-02 08:35:00,OR202205000239,8912477439,7344060,Foldable Fabric Storage Box,Home & Living,4,11.6,46.4,Credit Card,1.29,10.16,Return,55.27
2022-05-18 01:05:00,OR202205000240,8279918787,7367271,Fast Charging Power Bank,Electronics,1,9.28,9.28,E-wallet,0,13.57,Pending,22.85
2022-05-09 09:45:00,OR202205000241,8163387621,7399820,Non-Stick Air Fryer,Home & Living,2,11.6,23.2,Credit Card,0,8.24,Pending,31.44
2022-05-25 20:31:00,OR202205000242,8714884165,7359340,Fast Charging Power Bank,Electronics,4,9.28,37.12,E-wallet,2.48,13.9,Pending,48.54
2022-05-04 15:53:00,OR202205000243,8165149475,7321459,Fast Charging Power Bank,Electronics,1,9.28,9.28,Bank Transfer,0,12.83,Return,22.11
2022-05-02 19:19:00,OR202205000244,8641015964,7382036,Foldable Fabric Storage Box,Home & Living,2,11.6,23.2,Bank Transfer,0,5.7,Completed,28.9
2022-05-07 07:38:00,OR202205000245,8726344365,7328527,Disposable 3-Ply Face Masks,Health & Beauty,5,5.8,29,Bank Transfer,0,9.72,Completed,38.72
2022-05-03 01:11:00,OR202205000246,8847546941,7320547,Ergonomic Wireless Mouse,Electronics,5,9.28,46.4,E-wallet,0,9.31,Completed,55.71
2022-05-18 19:14:00,OR202205000247,8179895400,7359804,Ergonomic Wireless Mouse,Electronics,4,9.28,37.12,Bank Transfer,0,6.92,Pending,44.04
2022-05-09 01:28:00,OR202205000248,8385186938,7379093,Non-Stick Air Fryer,Home & Living,4,11.6,46.4,E-wallet,0,9.3,Return,55.7
2022-06-03 10:00:00,OR202206000249,8108434376,7351725,Trendy Waist Bag,Women's Fashion,3,7.2,21.6,Bank Transfer,0,9.53,Completed,31.13
2022-06-02 10:39:00,OR202206000250,8347560787,7312428,Educational Wooden Puzzle Set,Toys & Hobbies,1,3,3,Bank Transfer,0.99,7.7,Completed,9.71
2022-06-16 06:07:00,OR202206000251,8051010599,7315584,Educational Wooden Puzzle Set,Toys & Hobbies,3,3,9,Bank Transfer,2.64,14.35,Completed,20.71
2022-06-23 12:03:00,OR202206000252,8538678905,7389599,Disposable 3-Ply Face Masks,Health & Beauty,4,6,24,Credit Card,2.67,8.2,Return,29.53
2022-06-16 07:47:00,OR202206000253,8668812427,7382684,Trendy Waist Bag,Women's Fashion,5,7.2,36,E-wallet,0,8.35,Pending,44.35
2022-06-17 04:01:00,OR202206000254,8427994176,7324081,Fast Charging Power Bank,Electronics,3,9.6,28.8,Bank Transfer,0,14.9,Completed,43.7
2022-06-25 15:29:00,OR202206000255,8588090134,7345011,Ergonomic Wireless Mouse,Electronics,4,9.6,38.4,Credit Card,0,6.52,Completed,44.92
2022-06-20 03:05:00,OR202206000256,8851246321,7381335,Space-Saving Wardrobe Organizer,Home & Living,2,12,24,E-wallet,0,5.82,Return,29.82
2022-06-19 06:40:00,OR202206000257,8620756971,7356175,Educational Wooden Puzzle Set,Toys & Hobbies,2,3,6,Bank Transfer,0,5.2,Pending,11.2
2022-06-14 11:08:00,OR202206000258,8571189164,7354503,Fast Charging Power Bank,Electronics,4,9.6,38.4,Bank Transfer,0,12.27,Completed,50.67
2022-06-12 01:58:00,OR202206000259,8344519890,7345986,Disposable 3-Ply Face Masks,Health & Beauty,2,6,12,Bank Transfer,1.05,10.39,Return,21.34
2022-06-21 00:02:00,OR202206000260,8691820692,7334182,Fast Charging Power Bank,Electronics,2,9.6,19.2,Credit Card,0,8.45,Return,27.65
2022-06-21 06:12:00,OR202206000261,8821096458,7301977,Disposable 3-Ply Face Masks,Health & Beauty,3,6,18,E-wallet,0,9.33,Return,27.33
2022-06-20 22:19:00,OR202206000262,8346575921,7357937,Disposable 3-Ply Face Masks,Health & Beauty,2,6,12,E-wallet,1.14,8.74,Return,19.6
2022-06-17 20:19:00,OR202206000263,8122132729,7375931,Ergonomic Wireless Mouse,Electronics,1,9.6,9.6,Credit Card,0.56,14.15,Completed,23.19
2022-06-06 04:13:00,OR202206000264,8284398856,7330151,Disposable 3-Ply Face Masks,Health & Beauty,3,6,18,E-wallet,0,14.65,Return,32.65
2022-06-24 12:01:00,OR202206000265,8237516717,7362929,Foldable Fabric Storage Box,Home & Living,4,12,48,E-wallet,0.92,7.54,Return,54.62
2022-06-06 20:07:00,OR202206000266,8490506974,7391769,Space-Saving Wardrobe Organizer,Home & Living,5,12,60,Bank Transfer,0,14.05,Completed,74.05
2022-06-25 00:43:00,OR202206000267,8370198654,7319657,Trendy Waist Bag,Women's Fashion,3,7.2,21.6,Bank Transfer,0,14.34,Return,35.94
2022-06-14 16:56:00,OR202206000268,8259429400,7303137,Ergonomic Wireless Mouse,Electronics,1,9.6,9.6,Bank Transfer,2.44,13.6,Pending,20.76
2022-06-02 12:35:00,OR202206000269,8198421112,7359621,Non-Stick Air Fryer,Home & Living,1,12,12,E-wallet,0,9.94,Completed,21.94
2022-06-03 21:41:00,OR202206000270,8187496068,7338995,Foldable Fabric Storage Box,Home & Living,3,12,36,E-wallet,0,14.86,Completed,50.86
2022-06-01 07:15:00,OR202206000271,8079865946,7353142,Trendy Waist Bag,Women's Fashion,1,7.2,7.2,Credit Card,0,5.43,Completed,12.63
2022-06-26 20:50:00,OR202206000272,8463839440,7300945,Space-Saving Wardrobe Organizer,Home & Living,4,12,48,Credit Card,0,5.31,Completed,53.31
2022-06-16 06:33:00,OR202206000273,8925924285,7352915,Educational Wooden Puzzle Set,Toys & Hobbies,1,3,3,Credit Card,0,12.13,Completed,15.13
2022-06-20 08:07:00,OR202206000274,8895185893,7309876,Disposable 3-Ply Face Masks,Health & Beauty,1,6,6,E-wallet,0,5.26,Completed,11.26
2022-06-21 14:17:00,OR202206000275,8555042470,7309911,Trendy Waist Bag,Women's Fashion,3,7.2,21.6,Credit Card,0,14.84,Pending,36.44
2022-06-15 14:24:00,OR202206000276,8633519990,7352955,Fast Charging Power Bank,Electronics,3,9.6,28.8,Credit Card,0,6.39,Completed,35.19
2022-06-19 17:31:00,OR202206000277,8899463091,7386325,Fast Charging Power Bank,Electronics,4,9.6,38.4,Bank Transfer,0,9.5,Return,47.9
2022-06-28 22:17:00,OR202206000278,8449802697,7381728,Trendy Waist Bag,Women's Fashion,2,7.2,14.4,Credit Card,0,7.06,Completed,21.46
2022-06-27 14:05:00,OR202206000279,8033078096,7334223,Ergonomic Wireless Mouse,Electronics,5,9.6,48,E-wallet,0,9.6,Pending,57.6
2022-06-18 22:36:00,OR202206000280,8870900991,7325931,Educational Wooden Puzzle Set,Toys & Hobbies,1,3,3,E-wallet,1.06,10.61,Pending,12.55
2022-06-20 17:39:00,OR202206000281,8308605216,7342539,Non-Stick Air Fryer,Home & Living,2,12,24,E-wallet,0,12.67,Completed,36.67
2022-06-13 09:49:00,OR202206000282,8524417866,7325439,Fast Charging Power Bank,Electronics,1,9.6,9.6,E-wallet,0.55,14.52,Completed,23.57
2022-06-27 03:49:00,OR202206000283,8399921000,7312854,Non-Stick Air Fryer,Home & Living,2,12,24,E-wallet,2.72,7.26,Completed,28.54
2022-06-13 03:32:00,OR202206000284,8729153007,7346138,Space-Saving Wardrobe Organizer,Home & Living,1,12,12,Bank Transfer,0,12.27,Completed,24.27
2022-06-07 21:36:00,OR202206000285,8990713508,7315208,Ergonomic Wireless Mouse,Electronics,2,9.6,19.2,Credit Card,2.37,11.82,Return,28.65
2022-06-18 06:44:00,OR202206000286,8153115206,7393185,Trendy Waist Bag,Women's Fashion,4,7.2,28.8,Credit Card,0,5.8,Return,34.6
2022-06-12 20:16:00,OR202206000287,8223851029,7321096,Trendy Waist Bag,Women's Fashion,3,7.2,21.6,Bank Transfer,0,7.83,Pending,29.43
2022-06-24 17:23:00,OR202206000288,8186133063,7307580,Disposable 3-Ply Face Masks,Health & Beauty,1,6,6,Credit Card,0,12.84,Pending,18.84
2022-06-14 12:54:00,OR202206000289,8510355546,7306855,Non-Stick Air Fryer,Home & Living,3,12,36,Bank Transfer,0,13.76,Completed,49.76
2022-06-23 00:24:00,OR202206000290,8926606956,7393303,Non-Stick Air Fryer,Home & Living,3,12,36,Bank Transfer,0,13.73,Pending,49.73
2022-06-21 00:04:00,OR202206000291,8168546866,7349367,Fast Charging Power Bank,Electronics,4,9.6,38.4,Credit Card,0,8.08,Return,46.48
2022-06-21 23:18:00,OR202206000292,8770355540,7345970,Foldable Fabric Storage Box,Home & Living,4,12,48,E-wallet,0,13.79,Pending,61.79
2022-06-20 02:59:00,OR202206000293,8221071242,7361566,Fast Charging Power Bank,Electronics,3,9.6,28.8,Bank Transfer,0,5.44,Completed,34.24
2022-06-27 21:24:00,OR202206000294,8298144965,7352616,Disposable 3-Ply Face Masks,Health & Beauty,2,6,12,Credit Card,2.82,8.73,Completed,17.91
2022-06-17 11:55:00,OR202206000295,8256953586,7307677,Foldable Fabric Storage Box,Home & Living,1,12,12,E-wallet,0,6.05,Return,18.05
2022-06-23 03:56:00,OR202206000296,8677368550,7364527,Non-Stick Air Fryer,Home & Living,2,12,24,Credit Card,2.28,6.73,Return,28.45
2022-06-02 08:36:00,OR202206000297,8264060772,7306377,Foldable Fabric Storage Box,Home & Living,5,12,60,Credit Card,0,8.72,Return,68.72
2022-06-04 15:02:00,OR202206000298,8340992530,7389468,Disposable 3-Ply Face Masks,Health & Beauty,5,6,30,E-wallet,0,5.22,Return,35.22
2022-06-10 20:03:00,OR202206000299,8618460764,7380507,Disposable 3-Ply Face Masks,Health & Beauty,5,6,30,Credit Card,0,5.67,Return,35.67
2022-06-22 11:58:00,OR202206000300,8645075541,7330428,Disposable 3-Ply Face Masks,Health & Beauty,5,6,30,Bank Transfer,2.11,9.63,Return,37.52
2022-06-14 17:22:00,OR202206000301,8098549520,7378323,Fast Charging Power Bank,Electronics,2,9.6,19.2,E-wallet,0,6.7,Completed,25.9
2022-06-02 21:19:00,OR202206000302,8658891333,7363186,Fast Charging Power Bank,Electronics,5,9.6,48,E-wallet,0,11.15,Return,59.15
2022-06-02 20:00:00,OR202206000303,8507555914,7307218,Foldable Fabric Storage Box,Home & Living,3,12,36,E-wallet,2.7,9.06,Pending,42.36
2022-06-01 15:11:00,OR202206000304,8756334911,7319621,Ergonomic Wireless Mouse,Electronics,5,9.6,48,Credit Card,0,12.93,Pending,60.93
2022-06-13 21:18:00,OR202206000305,8562760523,7352746,Foldable Fabric Storage Box,Home & Living,2,12,24,Credit Card,0,9.87,Return,33.87
2022-06-19 17:52:00,OR202206000306,8944785938,7386526,Trendy Waist Bag,Women's Fashion,2,7.2,14.4,Credit Card,0,5.96,Pending,20.36
2022-06-26 08:29:00,OR202206000307,8489380772,7337066,Trendy Waist Bag,Women's Fashion,5,7.2,36,E-wallet,0,11.11,Pending,47.11
2022-06-04 15:28:00,OR202206000308,8167152070,7374198,Trendy Waist Bag,Women's Fashion,4,7.2,28.8,E-wallet,0.57,7.97,Pending,36.2
2022-06-04 08:15:00,OR202206000309,8682774142,7395066,Disposable 3-Ply Face Masks,Health & Beauty,2,6,12,Bank Transfer,1,12,Return,23
2022-06-06 14:22:00,OR202206000310,8665114901,7387377,Space-Saving Wardrobe Organizer,Home & Living,1,12,12,E-wallet,0,11.25,Return,23.25
2022-07-09 07:05:00,OR202207000311,8686658131,7368637,Educational Wooden Puzzle Set,Toys & Hobbies,1,3.1,3.1,Credit Card,0,13.1,Return,16.2
2022-07-03 09:41:00,OR202207000312,8179393277,7391632,Fast Charging Power Bank,Electronics,3,9.92,29.76,Credit Card,0,5.8,Return,35.56
2022-07-04 05:28:00,OR202207000313,8572383023,7354011,Fast Charging Power Bank,Electronics,2,9.92,19.84,E-wallet,0,13.8,Return,33.64
2022-07-19 11:17:00,OR202207000314,8945629987,7335085,Disposable 3-Ply Face Masks,Health & Beauty,1,6.2,6.2,Bank Transfer,0,12.85,Return,19.05
2022-07-04 02:51:00,OR202207000315,8678012841,7389931,Space-Saving Wardrobe Organizer,Home & Living,5,12.4,62,Bank Transfer,0,11.12,Completed,73.12
2022-07-07 22:28:00,OR202207000316,8862854892,7308034,Educational Wooden Puzzle Set,Toys & Hobbies,4,3.1,12.4,E-wallet,0,9.32,Pending,21.72
2022-07-03 19:49:00,OR202207000317,8379944801,7342871,Trendy Waist Bag,Women's Fashion,5,7.44,37.2,Bank Transfer,0,5.63,Completed,42.83
2022-07-22 00:37:00,OR202207000318,8811791005,7314972,Trendy Waist Bag,Women's Fashion,3,7.44,22.32,Bank Transfer,2.2,5.38,Return,25.5
2022-07-14 05:01:00,OR202207000319,8840437277,7326327,Space-Saving Wardrobe Organizer,Home & Living,4,12.4,49.6,Credit Card,0.63,5.77,Completed,54.74
2022-07-20 08:29:00,OR202207000320,8409705704,7361578,Disposable 3-Ply Face Masks,Health & Beauty,2,6.2,12.4,Bank Transfer,0,11.94,Completed,24.34
2022-07-25 02:31:00,OR202207000321,8026174621,7329952,Trendy Waist Bag,Women's Fashion,1,7.44,7.44,E-wallet,0,8.38,Return,15.82
2022-07-15 20:20:00,OR202207000322,8181303662,7359548,Educational Wooden Puzzle Set,Toys & Hobbies,3,3.1,9.3,Credit Card,1.62,8.99,Pending,16.67
